company_name,product_name,extract_name,dmf_no,dmf_status,dmf_submit_date,dmf_country,cep_certificate_number,cep_issue_date,cep_status,cep_end_date,cep_type,written_confirmation_no,wc_issue_date,valid_till,product_name_wc
AVENTIS PHARMA SA,CROMOLYN SODIUM AND CROMOLYN SODIUM/LACTOSE BLEND,Cromolyn Sodium,1581,InActive,21/09/1970,France,,,,,,,,,
FERMION OY,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,5363,InActive,18/04/1984,Finland,R0-CEP 2021-495 - Rev 01,06/07/2023,Valid,,Chemical,,,,
ORION CORP FARMOS CHEMICAL PLANT,TAMOXIFEN (10MG. TABLET),TAMOXIFEN,5777,InActive,09/04/1985,Finland,,,,,,,,,
CHEMICAL PHARMACEUTICAL RESEARCH INSTITUTE NIHFI LTD,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,10681,InActive,15/12/1993,Gabon,,,,,,,,,
HEXAGON LABORATORIES INC,CHLORZOXAZONE,CHLORZOXAZONE,5339,InActive,15/02/1984,Gabon,,,,,,,,,
NORAMCO INC,CHLORZOXAZONE,CHLORZOXAZONE,7291,InActive,08/01/1988,U.S.A,,,,,,,,,
ORION CORP LTD,CHLORTHALIDONE USP XX AND BP 80,CHLORTHALIDONE,4682,InActive,15/10/1982,Finland,,,,,,,,,
A,CHLORTHALIDONE,CHLORTHALIDONE,8204,InActive,11/08/1989,Gabon,,,,,,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,CHLORPROPAMIDE,CHLORPROPAMIDE,10384,InActive,30/07/1993,Poland,,,,,,,,,
ALCHEM INTERNATIONAL LTD,DIGOXIN USP,Digoxin,27605,InActive,30/09/2013,India,,,,,,,,,
DEGUSSA LTD,INSOLUBLE PRUSSIAN BLUE [IRON (III) HEXACYANOFERRATE (II)],PRUSSIAN BLUE,16715,InActive,23/07/2003,Germany,,,,,,,,,
DELMAR CHEMICALS INC,TACRINE HYDROCHLORIDE MONOHYDRATE,TACRINE HYDROCHLORIDE,7137,InActive,04/09/1987,Canada,,,,,,,,,
PHENCHEM INDUSTRIES LTD,CHLORDIAZEPOXIDE HCL USP (DMF FORMERLY HELD BY MICRO CHEMICALS LTD),CHLORDIAZEPOXIDE,2103,InActive,16/05/1973,Gabon,,,,,,,,,
DELMAR CHEMICALS LTD,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,2395,InActive,29/01/1975,Canada,,,,,,,,,
PCR INC,CHLORDIAZEPOXIDE AND CHLORDIAZEPOXIDE CHL,CHLORDIAZEPOXIDE,2672,InActive,10/05/1976,Gabon,,,,,,,,,
DRUGS INC,CHLORDIAZEPOXIDE HCL,CHLORDIAZEPOXIDE,2681,InActive,27/05/1976,Gabon,,,,,,,,,
CHINOIN PHARMACEUTCIAL AND CHEMICAL WORKS CO LTD,"FACILITY FOR THE MANUFACTURE OF SELEGILINE HYDROCHLORIDE IN BUDAPEST, HUNGARY",Selegiline Hydrochloride,10821,InActive,12/04/1994,France,,,,,,,,,
PHARM ECO LABORATORIES INC,TRICAINE,TRICAINE,7427,InActive,12/04/1988,U.S.A,,,,,,,,,
PHARMACIA AND UPJOHN SUB PFIZER INC,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,10447,InActive,26/08/1993,U.S.A,R0-CEP 2000-291 - Rev 00,24/10/2001,Withdrawn by Holder,24/10/2006,TSE,,,,
PHARM ECO LABORATORIES INC,"N,N'-BIS (2-CHLOROETHYL)-N-NITROSOUREA (CARMUSTINE)",CARMUSTINE,6780,InActive,15/01/1987,U.S.A,,,,,,,,,
FLEMING LABORATORIES LTD,CARISOPRODOL USP,Carisoprodol,19801,InActive,26/09/2006,India,,,,,,,,,
ORION CORP LTD,CARBAMAZEPINE USP XX,CARBAMAZEPINE,5665,InActive,27/12/1984,Finland,R1-CEP 1996-001 - Rev 01,13/10/2004,Withdrawn by Holder,15/12/2009,Chemical,,,,
HEXAGON LABORATORIES INC,CARBAMAZEPINE USP,CARBAMAZEPINE,6748,InActive,22/12/1986,Gabon,R1-CEP 2004-004 - Rev 01,27/07/2011,Withdrawn by Holder,14/02/2017,Chemical,,,,
SHANGHAI NO 2 PHARMACEUTICAL FACTORY,CARBAMAZEPINE,CARBAMAZEPINE,7163,InActive,08/10/1987,Gabon,,,,,,,,,
FREEDOM CHEMICAL DIAMALT GMBH,CARBAMAZEPINE,CARBAMAZEPINE,7744,InActive,25/10/1988,Gabon,,,,,,,,,
CL PHARMA AG,CARBAMAZEPINE,CARBAMAZEPINE,7815,InActive,19/12/1988,Gabon,,,,,,,,,
CHEMWERTH INC,CARBAMAZEPINE,CARBAMAZEPINE,7904,InActive,01/02/1989,U.S.A,,,,,,,,,
PHARMAZELL GMBH,CARBAMAZEPINE,CARBAMAZEPINE,20376,InActive,26/03/2007,Germany,,,,,,,,,
PHARMAZELL GMBH,CARBAMAZEPINE (PROCESS II),CARBAMAZEPINE,23328,InActive,01/12/2009,Germany,,,,,,,,,
BACHEM FINE CHEMICALS INC,"PENTAPEPTIDE, L-ARG-L-LYS-L-ASP-L-VAL-L-TYR","PENTAPEPTIDE, L-ARG-L-LYS-L-ASP-L-VAL-L-TYR",3519,InActive,10/02/1979,Switzerland,,,,,,,,,
AMERICAN BIO SYNTHETICS CORP,CAFFEINE,CAFFEINE,9027,InActive,25/03/1991,Gabon,,,,,,,,,
FINE CHEMICALS CORP,PROCHLORPERAZINE MESYLATE,Prochlorperazine Mesylate,9795,InActive,14/07/1992,South Africa,,,,,,,,,
BACHEM INC,DESLORELIN PAMOATE,DESLORELIN,10575,InActive,17/11/1993,Switzerland,,,,,,,,,
EXCELLA GMBH AND CO KG,MASITINIB MESYLATE,MASITINIB MESYLATE,24386,Active,30/03/2011,Germany,,,,,,,,,
EXCELLA GMBH AND CO KG,MASITINIB MESYLATE,MASITINIB MESYLATE,30623,Active,10/01/2017,Germany,,,,,,,,,
CHEMWERTH INC,VINCRISTINE SULFATE,VINCRISTINE SULFATE,6221,InActive,17/02/1986,U.S.A,R1-CEP 2004-048 - Rev 05,14/03/2023,Valid,,Chemical,,,,
PHARM ECO LABORATORIES INC,VINCRISTINE SULPHATE,VINCRISTINE SULPHATE,6304,InActive,24/04/1986,U.S.A,,,,,,,,,
ANTIBIOTICOS,CANDICIDIN,CANDICIDIN,13634,InActive,01/09/1998,Spain,,,,,,,,,
VICTOR M HERMELIN CO DIV K-V PHARMACAL CO,PETN - BUTABARBITAL,BUTABARBITAL,896,InActive,10/06/1965,Gabon,,,,,,,,,
VICTOR M HERMELIN CO DIV K-V PHARMACAL CO,PENTRITOL-B (PETN 30MG & BUTABARBITAL 50MG TEMPULES),BUTABARBITAL,1217,InActive,02/08/1968,Gabon,,,,,,,,,
HOUBA INC,B ETHIOCHOLANOLONE(3 B-HYDROXY-5B-ANDROSTAN-17-ONE,Epietiocholanolone,5340,InActive,09/04/1984,Gabon,,,,,,,,,
GE SILICONES,BAYSILONE ANTIFOAM 100% DIMETHYLPOLYSILOXANE,DIMETHYLPOLYSILOXANE,6769,InActive,07/01/1987,Gabon,,,,,,,,,
EVONIK CORP,AEROSIL,Aerosil,1115,InActive,28/12/1967,Germany,,,,,,,,,
EVONIK CORP,PRECIPITATED SILICA,Silica,19363,InActive,14/04/2006,Germany,,,,,,,,,
MEDICHEM SA,AURANOFIN,Auranofin,8648,InActive,13/07/1990,Spain,,,,,,,,,
JOHNSON MATTHEY INC,AURANOFIN,AURANOFIN,9658,InActive,30/04/1992,United Kingdom,,,,,,,,,
BATTELLE MEMORIAL INSTITUTE,SELENIUM SULFIDE,SELENIUM SULFIDE,46,InActive,09/02/1948,Gabon,,,,,,,,,
ORION CORP LTD,SELENIUM SULFIDE,SELENIUM SULFIDE,7219,InActive,10/11/1987,Finland,,,,,,,,,
BACHEM AG,(H-GLY-HIS-LYS-OH) 2 COPPER CHELATE,COPPER,27149,InActive,14/12/1988,Switzerland,,,,,,,,,
UNITED STATES DEPT ENERGY,IRON-59 (DMF FORMERLY HELD BY UNION CARBIDE CORP),IRON,1136,InActive,01/02/1968,Gabon,,,,,,,,,
ORION CORP LTD,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,6189,InActive,30/01/1986,Finland,,,,,,,,,
EXCELLA GMBH,BICALUTAMIDE,BICALUTAMIDE,18792,InActive,19/09/2005,Germany,,,,,,,,,
DR REDDYS LABORATORIES LTD,BICALUTAMIDE,BICALUTAMIDE,19782,InActive,19/09/2006,India,,,,,,,,,
SANOFI AVENTIS SPA,RIFAMYCIN SODIUM,RIFAMYCIN SODIUM,25287,InActive,09/09/2011,France,,,,,,,,,
SANOFI CHIMIE,HYDROCORTISONE HEMISUCCINATE,Hydrocortisone Hemisuccinate,2900,InActive,06/04/1977,France,,,,,,,,,
DR REDDYS LABORATORIES LTD,BROMFENAC SODIUM SESQUIHYDRATE,Bromfenac Sodium Sesquihydrate,25185,InActive,11/08/2011,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,SODIUM PHENYLACETATE,Sodium Phenylacetate,31338,InActive,01/02/2017,India,,,,,,,,,
AMRI RENSSELAER INC,PHENOBARBITAL SODIUM USP,PHENOBARBITAL SODIUM,16148,InActive,26/09/2002,U.S.A,,,,,,,,,
FARMABIOS SRL,CEFUROXIME SODIUM STERILE,Cefuroxime Sodium,14137,InActive,12/05/1999,Italy,R1-CEP 2002-189 - Rev 01,21/10/2009,Withdrawn by Holder,24/05/2017,Chemical,,,,
FARMABIOS SPA,CEFUROXIME SODIUM (INTERMEDIATE),CEFUROXIME SODIUM,16325,InActive,19/12/2002,Italy,R1-CEP 1999-155 - Rev 02,30/10/2008,Withdrawn by Holder,28/01/2020,Chemical,,,,
DBI INC,DEXAMETHASONE ACETATE,DEXAMETHASONE ACETATE,1142,InActive,09/02/1968,Gabon,R0-CEP 2001-022 - Rev 00,24/10/2001,Withdrawn by Holder,24/10/2006,TSE,,,,
PETER HAND FDN,VITAMIN A-DESOXYCHOLIC ACID COMPLEX,DESOXYCHOLIC ACID,282,InActive,14/11/1957,Gabon,,,,,,,,,
ASPEN OSS BV,ESTERIFIED ESTROGENS TYPE CC,Estrogens,3873,Active,16/06/1980,Netherlands,,,,,,,,,
ASPEN OSS BV,ESTERIFIED ESTROGENS TYPE AC,Conjugated Estrogens,18556,InActive,01/08/2005,Netherlands,,,,,,,,,
MACFARLAN SMITH JOHNSON MATTHEY PLC BUSINESS,SOTRADECOL GEL,Sotradecol,6575,InActive,11/09/1986,United Kingdom,,,,,,,,,
CALBIOCHEM BEHRING CORP,"GRINDING OF SODIUM BISULFITE (LA JOLLA, CALIF. PLANT)",SODIUM BISULFITE,4112,InActive,20/03/1981,Gabon,,,,,,,,,
DSM SINOCHEM PHARMACEUTICALS NETHERLANDS BV,CLAVULANATE POTASSIUM MIXTURE WITH SILICONE DIOXIDE IN THE RATIO 1:1,CLAVULANATE POTASSIUM MIXTURE WITH SILICONE DIOXID,13898,InActive,18/12/1998,Netherlands,R1-CEP 1997-087 - Rev 04,12/01/2010,Withdrawn by Holder,11/02/2016,Chemical,,,,
DSM SINOCHEM PHARMACEUTICALS NETHERLANDS BV,CLAVULANATE POTASSIUM MIXTURE WITH MICROCRYSTALLINE CELLULOSE IN THE RATIO 1:1,CLAVULANATE POTASSIUM MIXTURE WITH MICROCRYSTALLIN,13899,InActive,18/12/1998,Netherlands,R1-CEP 2002-235 - Rev 01,12/01/2010,Withdrawn by Holder,11/02/2016,Chemical,,,,
DSM SINOCHEM PHARMACEUTICALS NETHERLANDS BV,CLAVULANATE POTASSIUM,CLAVULANATE POTASSIUM,13900,InActive,18/12/1998,Netherlands,R1-CEP 2002-256 - Rev 01,12/01/2010,Withdrawn by Holder,11/02/2016,Chemical,,,,
EXCELLA GMBH,MYCOPHENOLATE SODIUM,MYCOPHENOLATE SODIUM,22156,InActive,29/10/2008,Germany,,,,,,,,,
NORAMCO INC,TOLMETIN SODIUM DIHYDRATE,TOLMETIN SODIUM,4441,InActive,21/12/1981,U.S.A,,,,,,,,,
ORION CORP LTD,TOLMETIN SODIUM,TOLMETIN SODIUM,6783,InActive,19/12/1986,Finland,,,,,,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,MONTELUKAST SODIUM,MONTELUKAST SODIUM,25061,InActive,20/06/2011,Poland,R1-CEP 2012-115 - Rev 03,12/07/2023,Valid,,Chemical,,,,
ANTIBIOTIC CO,STERILE SULBACTAM SODIUM,STERILE SULBACTAM SODIUM,12313,InActive,13/01/1997,Spain,,,,,,,,,
CALBIOCHEM BEHRING CORP,GAMMA-HYDROXYBUTYRIC ACID SODIUM SALT,GAMMA-HYDROXYBUTYRIC ACID SODIUM SALT,1864,InActive,02/02/1972,Gabon,,,,,,,,,
CLARIANT LIFE SCIENCE MOLECULES UK LTD,AMINOBENZOATE POTASSIUM,Aminobenzoate potassium,9076,InActive,23/04/1991,Switzerland,,,,,,,,,
ASTA WERKE AKTIENGESELLSCHAFT,MESNA AMPOULES,MESNA,5305,InActive,14/03/1984,Germany,,,,,,,,,
MEDICHEM SA,METOCLOPRAMIDE HYDROCHLORIDE,Metoclopramide Hydrochloride,6239,InActive,04/03/1986,Spain,,,,,,,,,
HOUBA INC,BETAPRONE (BETAPROPIOLACTONE),PROPIOLACTONE,6116,InActive,25/11/1985,Gabon,,,,,,,,,
ZACH SYSTEM SPA,CARVEDILOL PHOSPHATE,Carvedilol Phosphate,21583,InActive,24/04/2008,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,CARVEDILOL PHOSPHATE (AMORPHOUS),Carvedilol Phosphate,22024,InActive,24/09/2008,India,,,,,,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,13382,InActive,01/09/1998,Portugal,R2-CEP 1995-002 - Rev 03,27/07/2009,Withdrawn by Holder,10/01/2018,Chemical,,,,
CLARIANT LIFE SCIENCE MOLECULES UK LTD,BENZOCAINE,BENZOCAINE,10470,InActive,04/09/1993,Switzerland,,,,,,,,,
LINSON LTD,BENDROFLUMETHIAZIDE (BULK),BENDROFLUMETHIAZIDE,4226,InActive,12/06/1981,Gabon,,,,,,,,,
CU CHEMIE UETIKON GMBH,AZELAIC ACID,AZELAIC ACID,10857,InActive,05/04/1994,Germany,,,,,,,,,
COGNIS CORP,DERMAZ(TM) 95 AZELAIC ACID,AZELAIC ACID,16758,InActive,11/08/2003,Malaysia,,,,,,,,,
FERMION OY,AZATHIOPRINE,AZATHIOPRINE,12589,InActive,11/07/1997,Finland,R1-CEP 2009-400 - Rev 01,15/12/2016,Valid,,Chemical,,,,
EXCELLA GMBH AND CO KG,AZATHIOPRINE,AZATHIOPRINE,23329,Active,30/11/2009,Germany,R0-CEP 2013-128 - Rev 00,09/09/2015,Expired,09/09/2020,Chemical,,,,
FERMION OY,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL.,7759,InActive,28/10/1988,Finland,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,18317,InActive,27/04/2005,Poland,,,,,,,,,
BLASCHIM SPA,ATENOLOL,ATENOLOL,7133,InActive,04/09/1987,Gabon,R1-CEP 1999-122 - Rev 07,28/01/2019,Withdrawn by Holder,03/05/2019,Chemical,,,,
SHANGHAI NO 2 PHARMACEUTICAL FACTORY,ATENOLOL USP,ATENOLOL,8598,InActive,15/06/1990,Gabon,R1-CEP 2005-093 - Rev 00,30/09/2011,Withdrawn by Holder,07/04/2017,Chemical,,,,
PHARMAZELL INDIA PRIVATE LTD,ATENOLOL USP,ATENOLOL,19672,InActive,10/07/2006,Germany,,,,,,,,,
AMRI INDIA PVT LTD,"ATENOLOL, USP DRUG SUBSTANCE",ATENOLOL,21659,InActive,30/05/2008,U.S.A,,,,,,,,,
AMRI INDIA PVT LTD,ATENOLOL USP DRUG SUBSTANCE,Atenolol,29971,InActive,23/11/2015,U.S.A,,,,,,,,,
FINE CHEMICALS CORP,ASTEMIZOLE,ASTEMIZOLE,11894,InActive,15/03/1996,South Africa,,,,,,,,,
ALFRED BENZON AS,ACETARD(ACETYSALICYLIC ACID)C.R. TABS(3 DOSAGE FORMS),Aspirin,5466,InActive,27/06/1984,Gabon,,,,,,,,,
ILKIM AS,ASPIRIN USP,ASPIRIN,6019,InActive,23/09/1985,Gabon,,,,,,,,,
RHONE POULENC INSTITUTE DE BIOPHARMACIE,"UREA-CALCIUM ACETYLSALICYLATE, VITRY SUR SEINE CEDEX, FRANCE",ACETYLSALICYLATE,8215,InActive,20/09/1989,Gabon,,,,,,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,ACETYLSALICYLIC ACID,Acetylsalicylic Acid,10386,InActive,30/07/1993,Poland,,,,,,,,,
NORISTAN LTD,ACETYLSALICYLIC ACID (ASA),Aspirin,11128,InActive,05/10/1994,Gabon,,,,,,,,,
JOHNSON MATTHEY INC,GOLD SODIUM THIOMALATE,GOLD SODIUM THIOMALATE,10231,InActive,07/05/1993,United Kingdom,,,,,,,,,
ROUSSEL CORP,ESTRADIOL BENZOATE,Estradiol Benzoate,2291,InActive,18/06/1974,France,R1-CEP 2003-001 - Rev 01,30/01/2014,Withdrawn by Holder,07/02/2018,Chemical,,,,
PHARMECO LABORATORIES INC,CYCLOPENTOLATE HYDROCHLORIDE (P-637),CYCLOPENTOLATE HYDROCHLORIDE,6759,InActive,19/12/1986,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,LACOSAMIDE,Lacosamide,24599,InActive,01/02/2011,India,,,,,,,,,
MEDICHEM MANUFACTURING MALTA LTD,MED-200850/M (LACOSAMIDE),Lacosamide,26376,Active,05/09/2012,Spain,,,,,,,,,
QUATRUM,TRIAMCINOLONE HEXACETONIDE,Triamcinolone Hexacetonide,7255,InActive,14/12/1987,Gabon,,,,,,,,,
FARMABOIS,"BETAMETHASONE 17,21 DIPROPIONATE","Betamethasone 17,21-dipropionate",7036,InActive,26/06/1987,Italy,,,,,,,,,
QUATRUM,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,7125,InActive,31/08/1987,Gabon,,,,,,,,,
QUATRUM,BECLOMETHASONE DIPROPIONATE,BECLOMETHASONE DIPROPIONATE,7501,InActive,02/06/1988,Gabon,R0-CEP 2003-162 - Rev 00,04/02/2005,Withdrawn by Holder,18/01/2006,Chemical,,,,
FARMABOIS,BECLOMETHASONE DIPROPIONATE,Beclomethasone Dipropionate,8076,InActive,18/04/1989,Italy,,,,,,,,,
CRYSTAL PHARMA LTD,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,26125,InActive,04/06/2012,Spain,,,,,,WC-0067,14/02/2020,07/07/2022,Solifenacin Succinate (IH)
ELAN DRUG DELIVERY INC,OCINAPLON TABLETS,OCINAPLON,16034,InActive,27/06/2002,Gabon,,,,,,,,,
FINE CHEMICALS CORP,MEXILETINE HYDROCHLORIDE,MEXILETINE HYDROCHLORIDE,9786,InActive,30/06/1992,South Africa,,,,,,,,,
FINE CHEMICALS CORP,ALPRAZOLAM,ALPRAZOLAM,9343,InActive,31/08/1991,South Africa,,,,,,,,,
MIKART INC,ACETAMINOPHEN AND HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE,6207,InActive,21/02/1986,U.S.A,,,,,,,,,
MIKART INC,LORTAB TABLETS,Hydrocodone,6467,InActive,11/07/1986,U.S.A,,,,,,,,,
MIKART INC,LORTAB 7 TABLETS,Hydrocodone,6486,InActive,17/07/1986,U.S.A,,,,,,,,,
MIKART INC,LORCET PLUS TABLETS,Hydrocodone,6491,InActive,24/07/1986,U.S.A,,,,,,,,,
MIKART INC,LORTAB LIQUID,Hydrocodone,6584,InActive,20/08/1986,U.S.A,,,,,,,,,
MIKART INC,LORCET PLUS TABLETS,Hydrocodone,6638,InActive,21/10/1986,U.S.A,,,,,,,,,
NORAMCO INC,HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE,7078,InActive,24/07/1987,U.S.A,,,,,,,,,
JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,"HYDROCODONE BITARTRATE, USP",HYDROCODONE BITARTRATE,12848,InActive,05/02/1998,United Kingdom,,,,,,,,,
CHANGZOU SYNTHETIC MATERIAL PLANT,ALBENDAZOLE,ALBENDAZOLE,12308,InActive,10/01/1997,Gabon,,,,,,,,,
EXCELLA GMBH AND CO KG,ACICLOVIR,ACICLOVIR,10671,Active,10/01/1994,Germany,R1-CEP 1998-040 - Rev 06,15/12/2016,Valid,,Chemical,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,ACYCLOVIR,ACYCLOVIR,26787,InActive,03/01/2013,Poland,,,,,,,,,
ORCHIMIE SA,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,6014,InActive,13/06/1985,Gabon,,,,,,,,,
ADARE PHARMACEUTICALS INC,"ACETAMINOPHEN, MICROENCAPSULATED",Acetaminophen,6082,InActive,06/11/1985,U.S.A,,,,,,,,,
MIKART INC,ACETAMINOPHEN & CODEINE PHOSPHATE TABS. 650/60,ACETAMINOPHEN,6089,InActive,13/11/1985,U.S.A,,,,,,,,,
SPI PHARMA INC,BULK ACTIMASK TASTE MASKED ACETAMINOPHEN,ACETAMINOPHEN,25191,InActive,05/08/2011,U.S.A,,,,,,,,,
FINORGA SAS,TMC 125,TMC 125,15683,InActive,24/10/2001,France,,,,,,,,,
KAY-FRIES CHEMS,ADENINE,ADENINE,1182,InActive,13/05/1968,Gabon,,,,,,,,,
LAB FOR COMPARATIVE BIOCHEMISTRY,ADENINE FOR USE IN HUMAN BLOOD PRESERVATIVE FORMULATION,ADENINE,3006,InActive,07/07/1977,Gabon,,,,,,,,,
DSM SINOCHEM PHARMACEUTICALS NETHERLANDS BV,7-ADCA,7-ADCA,10176,InActive,06/05/1974,Netherlands,,,,,,,,,
CHEMAGIS LTD,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,16417,InActive,06/02/2003,Israel,,,,,,,,,
SANOFI CHIMIE,PREDNISOLONE SODIUM METASULFOBENZOATE,prednisolone sodium metasulphobenzoate,15652,InActive,08/10/2001,France,,,,,,,,,
PHARM ECO LABORATORIES INC,"D,L,N,-BENZYL-ALPHA-ACETOXPHENYLACETAMIDE (BPA)",ACETAMIDE,5942,InActive,24/07/1985,U.S.A,,,,,,,,,
UNIVERSITY OF CHICAGO DEPARTMENT OF MEDICINE,CARBOWAX--POLYETHYLENE GLYCOLS & OTHER GLYCOLS,ETHYLENE GLYCOL,33,InActive,01/01/1947,Gabon,,,,,,,,,
DR REDDYS LABORATORIES EU LTD,20 KDA METHOXYPOLY(ETHYLENE GLYCOL)-4-NITROPHENYL CARBONATE,Methoxypolyethylene glycol API,25325,Active,21/10/2011,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,20 KDA METHOXYPOLY(ETHYLENE GLYCOL) PROPIONALDEHYDE,Methoxypolyethylene glycol API,27092,Active,02/05/2013,India,,,,,,,,,
DEGUSSA AG WERK RADEBEUL,L-ARGININE ACETATE AS PRODUCED BY REXIM S.A.DIV DEGUSSA -HAM FRANCE,L-ARGININE ACETATE,5033,InActive,19/05/1983,Switzerland,,,,,,,,,
ELAN PHARMACEUTICAL RESEARCH CORP,FAMPRIDINE SR TABLETS,FAMPRIDINE,14978,InActive,06/09/2000,Gabon,,,,,,,,,
HOUBA INC,"METHODS, FACILITIES AND CONTROLS FRO d-BIOTIN",Biotin,3119,InActive,30/12/1977,Gabon,,,,,,,,,
ROUSSEL CORP,DEXAMETHASONE SODIUM METASULFOBENZOATE,Dexamethasone Metasulfobenzoate Sodium,2737,InActive,19/07/1976,France,,,,,,,,,
BLASCHIM SPA,DEXAMETHASONE 21 SODIUM PHOSPHATE,DEXAMETHASONE 21 SODIUM PHOSPHATE,2849,InActive,26/01/1977,Gabon,,,,,,,,,
QUATRUM,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,7225,InActive,28/10/1987,Gabon,,,,,,,,,
QUATRUM,METHYLPREDNISOLONE HEMISUCCINATE,METHYLPREDNISOLONE HEMISUCCINATE,6830,InActive,23/01/1987,Gabon,,,,,,,,,
JOHNSON MATTHEY INC,LANTHANUM CARBONATE,LANTHANUM CARBONATE,12722,InActive,05/11/1997,United Kingdom,,,,,,,,,
PCAS,SODIUM VALPROATE SOLUTION,SODIUM VALPROATE,17672,InActive,03/08/2004,France,,,,,,,,,
MEDICHEM SA,ALENDRONATE SODIUM,Alendronate Sodium,16367,InActive,17/01/2003,Spain,R0-CEP 2004-319 - Rev 00,03/08/2006,Expired,18/08/2011,Chemical,,,,
PCAS,BISMUTH SUBSALICYLATE AND SODIUM BICARBONATE 2 PER THOUSAND,BISMUTH SUBSALICYLATE,9911,InActive,24/09/1992,France,,,,,,,,,
PCAS,BISMUTH SUBSALICYLATE,BISMUTH SUBSALICYLATE,19356,InActive,03/04/2006,France,,,,,,,,,
FARMABOIS,BETAMETHASONE 17 VALERATE,Betamethasone 17 Valerate,6960,InActive,08/05/1987,Italy,,,,,,,,,
QUATRUM,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,7049,InActive,08/07/1987,Gabon,,,,,,,,,
MEDICHEM MANUFACTURING MALTA LTD,BEPOTASTINE BESILATE,Bepotastine Beslilate,27170,InActive,03/07/2013,Spain,,,,,,,,,
MEDICHEM MANUFACTURING MALTA LTD,BEPOTASTINE BESILATE,Bepotastine Beslilate,28901,Active,10/12/2014,Spain,,,,,,,,,
HEXAGON LABORATORIES INC,ZOMEPIRAC SODIUM DIHYDRATE,ZOMEPIRAC SODIUM DIHYDRATE,4054,InActive,09/02/1981,Gabon,,,,,,,,,
NORAMCO INC,ZOMEPIRAC SODIUM DIHYRATE,ZOMEPIRAC SODIUM DIHYDRATE,4433,InActive,21/12/1981,U.S.A,,,,,,,,,
BACHEM FEINCHEMIKALIEN AG,"HUMAN ALPHA CALCITONIN GENE RELATED PEPIDE, SWITZERLAND",Calcitonin,7988,InActive,14/02/1989,Switzerland,,,,,,,,,
BACHEM INC,Eel CALCITONIN,EEL CALCITONIN,8851,InActive,21/11/1990,Switzerland,,,,,,,,,
BACHEM AG,CALCITONIN (SALMON) (BULK),salmon calcitonin,8892,InActive,13/12/1990,Switzerland,,,,,,,,,
CALBIOCHEM BEHRING CORP,"L-ALPHA-LECITHIN, BETA, GAMMA-DIPALMITOYL","L-ALPHA-LECITHIN, BETA, GAMMA-DIPALMITOYL",4011,InActive,25/09/1980,Gabon,,,,,,,,,
MEDEA RESEARCH LABORATORIES INC,WARFARIN SODIUM,WARFARIN SODIUM,10530,InActive,14/08/1993,Gabon,,,,,,,,,
SHANGHAI SHEN XING PHARMACEUTICAL FACTORY,"WARFARIN SODIUM, USP",WARFARIN SODIUM,12704,InActive,21/10/1997,Gabon,,,,,,,,,
ASPEN OSS BV,WARFARIN SODIUM,WARFARIN SODIUM,14399,InActive,13/09/1999,Netherlands,,,,,,,,,
BACHEM FINE CHEMICALS INC,ATRIAL NATRIURETIC PEPTIDE (4-28).HUMAN,ARIAL NARIURETIC PEPTIDE,6042,InActive,16/09/1985,Switzerland,,,,,,,,,
BACHEM FINE CHEMICALS INC,ATRIAL NATRIURETIC PEPTIDE (1-28) HUMAN,ARIAL NARIURETIC PEPTIDE,7468,InActive,12/05/1988,Switzerland,,,,,,,,,
BACHEM FEINCHEMIKALIEN AG,MANUFACTURE OF ANARITIDE ACETATE,Anaritide Acetate,7143,InActive,10/09/1987,Switzerland,,,,,,,,,
